id_text	text_name	version	l_no	text
t.4.14.1	A hymn to Nanše (Nanše A)		1-9	There is a city, there is a city whose powers are apparent. Niŋin is the city whose powers are apparent. The holy city is the city whose powers are apparent. The mountain rising from the water is the city whose powers are apparent. Its light rises over the secure temple; its fate is determined. There is perfection in the city; the rites of Mother Nanše are performed accordingly. Its lady, the child born in Eridug, Nanše, the lady of the precious divine powers, is now to return.
t.4.14.1	A hymn to Nanše (Nanše A)		10-19	She is beer mash (?), the mother is yeast (?), Nanše is the cause of great things: her presence makes the storehouses of the land  bulge  1 ms. has instead: prosper  and makes the honey XX like resin in the storerooms. Because of her, there stand vessels with ever-flowing water; because of Nanše, the baskets containing the treasures of the Land cover the ground like the silt of the river. She is the lady of XX.  Nanše is the lady who raises high the channels for the meadows and the irrigation ditches.
t.4.14.1	A hymn to Nanše (Nanše A)		20-31	She is concerned for the orphan and concerned for the widow. She does not forget the man who helps (?) others, she is a mother for the orphan; Nanše, a carer for the widow, who always finds advice for the debt-slave; the lady who gives protection for refugees. She seeks out a place for the weak. She swells his collecting basket for him; she makes his collecting vessel profitable for him. For the righteous maiden who has taken her path, Nanše chooses a young man of means. Nanše raises a secure house like a roof over the widow who could not remarry.
t.4.14.1	A hymn to Nanše (Nanše A)		32-46	There is perfection in the presence of the lady. Lagaš thrives in abundance in the presence of Nanše. She chose the šennu in her holy heart and seated Ur-Nanše, the beloved lord of Lagaš, on the throne. She gave the lofty sceptre to the shepherd. She adorned Gudea with all her precious divine powers. The shepherd chosen by her in her holy heart, Gudea, the ruler of Lagaš, placed the lyre (?) Cow-of-Abundance among the tigi drums and placed the holy balaŋ drum at its side. While sacred songs and harmonious songs were performed before her, the kintur instrument praised the temple. The chief musician played the ibex horn for her: the song 'The house has been granted powers from the abzu', the sacred song of the house of Sirara about the princely powers was performed.
t.4.14.1	A hymn to Nanše (Nanše A)		47-58	The dream interpreteter went into the sacristy and made glittering silver ešde cups ready for her. The temple cook XX, and prepared hot and cold food for her. He XX of the oven for her (?) and XX made the great shovel bellow for her. After the meat had arrived in large bowls and cool water had been brought from the Sirara-canal, after the festival trappings had arrived from Lagaš and wine had been brought from the countryside, her great oven which vies with the great dining hall, Nanše's shrine of food offerings, was humming.
t.4.14.1	A hymn to Nanše (Nanše A)		59-64	The lady, the matriarch of Enlil, Nanše, the lady of abundance who lives in the Land, the XX, the child of Enki, acting as a good woman for a good household, is to make the appointments. After she, as a good woman for a good household, has made the appointments, the regular offerings and daily goods of the house arrive unfailingly from the Bur-saŋ.
t.4.14.1	A hymn to Nanše (Nanše A)		65-75	If (?) the grain does not suffice for these rites and the vessels are empty and do not pour water, the person in charge of the regular offerings does not receive extra. After what was distributed from the foods and what was distributed from the drinks, after what was left over from the regular offerings and was not used by the house, after what was expended from the taxed fish, after what XX one iku of reedbeds XX, and after what was received in nuts and green plants from within the garden has entered (?), no mouth (?) may touch them. No one should carry the bread of the shrines in the district as bread allotment. XX prime beer, XX cool water.
t.4.14.1	A hymn to Nanše (Nanše A)		76-82	The preparation for the temple's permanent first-fruit festival should not stop. Let there be a butter carrier who delivers butter to the house, let there be a milk carrier who delivers milk to the house and let there be a fish courier, a person of daily assignment. After the firewood carrier has brought his delivery from the open country into his lady's house, it should be deposited in its corners and sides.
t.4.14.1	A hymn to Nanše (Nanše A)		83-91	He who confirms or contradicts what is uttered, who enters Nanše's house from outside (?), and does not leave it, the caretaker of Nanše's house, the child born to Utu, Lord Hendursaŋa XX. The king discriminates between the good and the evil deeds, Hendursaŋa discriminates between the good and the evil deeds. The XX which might be obstructed by evil he XX. XX incompletely preserved name of a goddess XX, the heroic child of youthful Suen, XX the evil utterances for Nanše.
t.4.14.1	A hymn to Nanše (Nanše A)		92-93	May the lady of the right commands and inalienable divine powers, Nanše, be praised in all the countries!
