id_text	text_name	version	l_no	text
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	A	A1-16	XX what he orders is faithfully executed, XX endowed with beauty in the E-kur, XX among the great gods, the great and august lord XX in the heavens, XX whose seat (?) no other god XX! August XX, lord whose abode is the mountains, Father Nanna XX, XX fixes the months and the new moon according to a cord (?), establishes the year XX, XX life for the multitudes XX, XX who puts all the lands in order, XX who makes the Tigris and the Euphrates bring flowing water XX, XX fine grain XX, XX lush vegetation in the spacious land XX,  XX Lord Išme-Dagan XX  august XX bestowed upon Father Nanna by An and Enlil XX.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	A	A17-22	After you have extended yourself in the bright XX, the daylight XX, after you have established XX on earth, on the day of the disappearance of the moon, as you have completed the month, you summon (?) the people, lord; and then in the nether world you decree great judgments, you decide sublime verdicts. Enki and Ninki, the great lords, the great princes, the lords who determine fates, await your utterances, father; they XX the newborn (?) moon.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	A	A23-30	Prince, you place justice in every mouth, and make propriety resplendent. Daily (?) you make hearts content, daily (?) you determine fates appropriately, daily (?) your refulgence XX. You brighten the night sky in the broad firmament, and illuminate the darkness. The Anuna gods stand by with prayers and supplications at your rising. The sweet sight of your resplendent crescent, full of loveliness, brings joy to the great lady of the Ki-ur, Mother Ninlil, in XX, and the true and august lady, the good cow, the leader XX prays XX in the E-ŋa-ŋiš-šua, her delightful residence, the awesome palace.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	A	A31	Sa-gida.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	A	A32	Brightest lord, may you make Išme-Dagan XX exert superior strength.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	A	A33	Ŋišgiŋal of the sa-gida.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	A	A34-35	Lord, great and august crown of the sky XX. XX Ninlil XX.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	A	B1-8	XX heart XX. XX his august name XX king XX. You have been assigned divine powers from the divine powers by Lord Nunamnir. He has presented you with the capacity to determine fates, the role of a supreme deity. He has elevated you; the great lord, Enlil, has made you one of the princes. With the rightful tiara and headdress, he has made you glorious on the holy august dais. He has bestowed upon you the guardianship of all the countries teeming (?) like fish. The prince of all the foreign countries XX like a shepherd (?).
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	A	B9-25	Except you, no god XX in the entirety of heaven and earth. Bright countenance in the holy sky, you XX like daylight. The Land rejoices over the harvest, the great festival that is full of delight, and the black-headed people look to you as to their father. Great lord, you hearken to anyone who approaches you for succour; you are the beloved of the Land. Urim, the great cosmic bond of Sumer, the city that has grown as high as the heavens, joyfully becomes of one accord for you in the sanctuary built with extispicy, in your delightful cattle-pen. XX Išme-Dagan XX, may the breed-bull and the good ox mount holy cows XX, may they multiply vigorously for you. May premium XX and premium milk, the milk of your holy dining room XX become abundant there.  May he care properly for XX divine plans for you. May he XX for you. XX your XX filled with gold, the lady XX Ningal, on its XX appear as brightly as daylight XX. May he XX Išme-Dagan XX.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	A	B26	Sa-ŋara.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	A	B27	May the XX of Išme-Dagan, the son of Enlil, XX be immutable.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	A	B28	Ŋišgiŋal of the sa-ŋara.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	A	B29-31	Great lord, most wise in determining the fates from the holy heavens, XX! Brightest lord, most wise in determining the fates from the holy heavens, whom do you love more than Išme-Dagan, Enlil's son, the leader?
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	A	B32	Its uru.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	A	B33	An adab of Nanna.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	B	A1-7	On the day of the disappearance of the moon, XX, XX the people, lord, XX verdicts in the nether world. Enki and Ninki, XX, lord, XX.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	B	A8-23	Father, XX. Prince, XX.  XX the hearts XX.   XX in her awesome palace.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	B	B1-13	
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	B	B14	Sa-ŋara.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	B	B15-16	XX of Enlil XX
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	B	B17	Ŋišgiŋal of the sa-ŋara.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	B	B18-22	
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	B	B23	Its uru.
t.2.5.4.13	An adab to Nanna for Išme-Dagan (Išme-Dagan M)	B	B24	An adab of Nanna. lines 23 and 24 are written as one line in source
