id_text	text_name	version	l_no	text
t.6.1.02	Proverbs: collection 2 + 6		A1-10	cf. 6.1.07.1, 6.2.1: Ni 9824 Seg. A ll. 1-2, 6.2.3: UET 6/2 356 ll. 3-8 In those places which have been destroyed, let more places be destroyed. And in those places which have not been destroyed, let a breach be made there. Let his place become like chopped-up turnips! -- Their rituals were alienated. Where there were bonds, that place was destroyed. Their place in the universe was eradicated. -- You should not alienate their rituals! Where there are bonds, you should not destroy the place! You should not eradicate their place in the universe. You should not move the oxen from their places!
t.6.1.02	Proverbs: collection 2 + 6		A11-12	cf. 6.1.26.c10, 6.2.3: UET 6/2 292 ll. 1-2 Let me tell you about my fate: it is an insult. Let me explain it to you: it is a disgrace.
t.6.1.02	Proverbs: collection 2 + 6		A13-14	Were I to tell my neighbour about my fate, he would heap insults upon me.
t.6.1.02	Proverbs: collection 2 + 6		A15	cf. 6.2.1: Ni 9824 Seg. A l. 4 I looked into the water. My destiny was drifting past.
t.6.1.02	Proverbs: collection 2 + 6		A16	I was born on an ill-fated day.
t.6.1.02	Proverbs: collection 2 + 6		A17	cf. 6.2.1: Ni 4300 Seg. A l. 4 My fate is her voice: my mother can change it.
t.6.1.02	Proverbs: collection 2 + 6		A18	An acquaintance has gone up onto the roof to them.
t.6.1.02	Proverbs: collection 2 + 6		A19	The neighbour is on friendly terms with my mother in her house.
t.6.1.02	Proverbs: collection 2 + 6		A20-21	I am one whose fate has not been determined, confronted by a waif. I will be the one who knows how to settle the account; let me take my position in front of you, she said to me.
t.6.1.02	Proverbs: collection 2 + 6		A22-23	I am one whose fate has not been determined, confronted by a sickness demon. I am one who knows wealth and possessions; let me take my position in front of you, he said to me.
t.6.1.02	Proverbs: collection 2 + 6		A24-26	cf. 6.1.07.70 Fate is a dog -- well able to bite. Like dirty rags, it clings, saying: Who is my man? Let him know it.
t.6.1.02	Proverbs: collection 2 + 6		A27	Fate is a cloth stretched out in the desert for a man.
t.6.1.02	Proverbs: collection 2 + 6		A28	Fate is a raging storm blowing over the Land.
t.6.1.02	Proverbs: collection 2 + 6		A29	Hard work  1 ms. has instead: Fate  is a dog walking always behind a man.
t.6.1.02	Proverbs: collection 2 + 6		A30	The poor man must always look to his next meal.
t.6.1.02	Proverbs: collection 2 + 6		A31	The belching poor man should not look scornfully at the rich man.
t.6.1.02	Proverbs: collection 2 + 6		A32	How can a poor man who doesn't know how to cultivate barley manage to cultivate wheat?
t.6.1.02	Proverbs: collection 2 + 6		A33	The poor man is not appreciated.
t.6.1.02	Proverbs: collection 2 + 6		A34	The poor man chews whatever he is given.
t.6.1.02	Proverbs: collection 2 + 6		A35-36	cf. 6.1.26.d4 He didn't plough the field during winter. And at harvest time he turned his hand to carding.
t.6.1.02	Proverbs: collection 2 + 6		A37	XX incense burners XX a multitude of houses XX.
t.6.1.02	Proverbs: collection 2 + 6		A38-39	cf. 6.1.17.b5 When someone is poor XX, they dine on the broth of the human breast.
t.6.1.02	Proverbs: collection 2 + 6		A40-41	cf. 6.1.17.b4 The poor man does not strike his son a single blow; he does not XX highly forever.
t.6.1.02	Proverbs: collection 2 + 6		A42-43	The poor man XX arrogance toward his patron.
t.6.1.02	Proverbs: collection 2 + 6		A44	Not all the households of the poor will bow down together.
t.6.1.02	Proverbs: collection 2 + 6		A45	The word of a poor man is not accepted.
t.6.1.02	Proverbs: collection 2 + 6		A46-47	cf. 2.34A, 6.1.22: l. 236, 6.2.3: UET 6/2 260 l. 1 Moving about defeats poverty. He who knows how to move around becomes strong. He will live longer than the sedentary man.
