id_text	text_name	version	l_no	text
t.1.8.1.2	Gilgameš and the bull of heaven	Unknown Provenance	A1-4	I will sing the song of the man of battle, the man of battle. I will sing the song of Lord Gilgameš, the man of battle, I will sing the song of him with the well-proportioned limbs, the man of battle. I will sing the song of the mighty XX lord, the man of battle.
t.1.8.1.2	Gilgameš and the bull of heaven	Unknown Provenance	A5-11	I will sing the song of the lord with the very black beard, the man of battle. I will sing the song of XX athletic strength, the man of battle. XX the king, the man XX; my king XX, my lord XX garden XX. XX courtyard, XX ŋipar;  1 ms. has instead: XX his mother who bore him spoke to the lord: My king XX in the river, my lord XX your garden.
t.1.8.1.2	Gilgameš and the bull of heaven	Unknown Provenance	B3-6	In the great courtyard, without there being any combat, a man XX. She perceived the canopy, the canopy XX, holy Inana perceived the canopy, from the palace of the abzu, she perceived the canopy XX:
t.1.8.1.2	Gilgameš and the bull of heaven	Unknown Provenance	B7-12	My wild bull, my XX man, I shall not let you go! Lord Gilgameš, my wild bull, my XX man, I shall not let you go! I shall not let you go to dispense justice in the E-ana! I shall not let you go to pronounce verdicts in my holy ŋipar! I shall not let you go to dispense justice in the E-ana beloved by An! Gilgameš, may you be XX, may you be XX!
t.1.8.1.2	Gilgameš and the bull of heaven	Unknown Provenance	B13-18	(Gilgameš speaks:) I shall certainly not try to take over the portion of Inana in your ŋipar. Ninegala will not XX because of my valorous strength. But Inana, lady, don't you block my way, either! My wish is to catch (?) mountain bulls, to fill the cow-pens. I wish to catch (?) mountain sheep, to fill the sheepfolds. I wish to XX silver and cornelian.
t.1.8.1.2	Gilgameš and the bull of heaven	Unknown Provenance	B19-30	The queen spoke with a snort; Inana spoke with a snort: XX say to you. XX say to you. XX, Gilgameš.
t.1.8.1.2	Gilgameš and the bull of heaven	Unknown Provenance	B31-36	(An speaks:) Its entrails (?)XX. Its hide XX. Its blood XX.  Inana, it will muddy the waters; it will XX cowpats. My one beloved by An, XX.
t.1.8.1.2	Gilgameš and the bull of heaven	Unknown Provenance	B37-41	He let her hold the leash; An XX.  My child, who does it belong to?  1 ms. has instead: My child, what use would it be?  It will stir up the waters, it will leave XX cowpats XX! If the great bull is let loose, XX Unug! If the great bull is let loose against Gilgameš, XX Unug! I will not give her that which bears my own name.
t.1.8.1.2	Gilgameš and the bull of heaven	Unknown Provenance	B42-45	(Inana speaks:) Maybe it will muddy the waters, and will leave gigantic cowpats -- but let my father give me the Bull of Heaven, so I can kill the lord, so I can kill the lord, so I can kill the lord, Lord Gilgameš!
t.1.8.1.2	Gilgameš and the bull of heaven	Unknown Provenance	B46-49	Great An replied to holy Inana: My child, the Bull of Heaven would not have any pasture, as its pasture is on the horizon. Maiden Inana, the Bull of Heaven can only graze where the sun rises. So I cannot give the Bull of Heaven to you!
