id_text,text_name,version,l_no,text
c.5.3.2,The debate between Grain and Sheep,,1,hur-saŋ an ki-bi-da-ke₄
c.5.3.2,The debate between Grain and Sheep,,2,ud an-ne₂ {d}a-nun-na im-tud-de₃-eš-a-ba
c.5.3.2,The debate between Grain and Sheep,,3,mu {d}ezina₂ nu-ub-da-tud-da-aš nu-ub-da-an-sig₇-ga
c.5.3.2,The debate between Grain and Sheep,,4,kalam-ma gu {d}uttu nu-ub-da-an-dim₂-ma-aš
c.5.3.2,The debate between Grain and Sheep,,5,{d}uttu-ra temen nu-mu-un-na-sig₉-ga-aš
c.5.3.2,The debate between Grain and Sheep,,6,u₈ nu-e₃-a sila₄ nu-šar₂-ra
c.5.3.2,The debate between Grain and Sheep,,7,ud₅ nu-me-a maš₂ nu-šar₂-ra
c.5.3.2,The debate between Grain and Sheep,,8,u₈-e sila₄ ₂-bi nu-ub-tu-ud
c.5.3.2,The debate between Grain and Sheep,,9,ud₅-e maš₂ ₃-bi nu-ub-tu-ud
c.5.3.2,The debate between Grain and Sheep,,10,mu {d}ezina₂-{d}ku₃-su₃ {d}u₈-bi-da-ke₄
c.5.3.2,The debate between Grain and Sheep,,11,{d}a-nun-na diŋir gal-gal-e-ne nu-mu-un-zu-uš-am₃
c.5.3.2,The debate between Grain and Sheep,,12,še muš₅ ud ₃₀-am₃ nu-ŋal₂-la-am₃
c.5.3.2,The debate between Grain and Sheep,,13,še muš₅ ud ₄₀-am₃ nu-ŋal₂-la-am₃
c.5.3.2,The debate between Grain and Sheep,,14,še muš₅ ud ₅₀-am₃ nu-ŋal₂-la-am₃
c.5.3.2,The debate between Grain and Sheep,,15,še di₄-di₄ še kur-ra še a₂-dam kug-ga nu-ŋal₂-la-am₃
c.5.3.2,The debate between Grain and Sheep,,16,tug₂ niŋ₂ mu₄-mu₄-bi nu-ŋal₂-la-am₃
c.5.3.2,The debate between Grain and Sheep,,17,{d}uttu nu-ub-tu-ud men nu-il₂
c.5.3.2,The debate between Grain and Sheep,,18,en {d}niŋir-si en kal-kal nu-ub-tu-ud
c.5.3.2,The debate between Grain and Sheep,,19,{d}šakkan₂ bar-rim₄-ma la-ba-ra-e₃-a
c.5.3.2,The debate between Grain and Sheep,,20,nam-lu₂-ulu₃ ud re-a-ke₄-ne
c.5.3.2,The debate between Grain and Sheep,,21,ninda gu₇-u₃-bi nu-mu-un-zu-uš-am₃
c.5.3.2,The debate between Grain and Sheep,,22,tug₂-ga mu₄-mu₄-bi nu-mu-un-zu-uš-am₃
c.5.3.2,The debate between Grain and Sheep,,23,kalam ŋiš-gen₆-na su-bi mu-un-ŋen
c.5.3.2,The debate between Grain and Sheep,,24,udu-gin₇ ka-ba u₂ mu-ni-ib-gu₇
c.5.3.2,The debate between Grain and Sheep,,25,a mu₂-sar-ra-ka i-im-na₈-na₈-ne
c.5.3.2,The debate between Grain and Sheep,,26,ud-ba ki-ulutim₂ diŋir-re-e-ne-kam
c.5.3.2,The debate between Grain and Sheep,,27,e₂-bi du₆ kug-ga u₈ {d}ezina₂-bi mu-un-se₁₂-eš-am₃
c.5.3.2,The debate between Grain and Sheep,,28,eš₃ ninda gu₇ diŋir-re-e-ne-ka mi-ni-ib-de₅-de₅-ge-eš-a
c.5.3.2,The debate between Grain and Sheep,,29,he₂-ŋal₂ u₈ {d}ezina₂-bi-da-ka
c.5.3.2,The debate between Grain and Sheep,,30,{d}a-nun-na du₆ kug-ga-ke₄-ne
c.5.3.2,The debate between Grain and Sheep,,31,i-im-gu₇-gu₇-ne nu-mu-un-de₃-si-si-eš
c.5.3.2,The debate between Grain and Sheep,,32,amaš kug-ga-ne-ne ga-bi niŋ₂ dug₃-ga
c.5.3.2,The debate between Grain and Sheep,,33,{d}a-nun-na du₆ kug-ga-ke₄-ne
c.5.3.2,The debate between Grain and Sheep,,34,i-im-na₈-na₈-ne nu-mu-un-de₃-si-si-eš
c.5.3.2,The debate between Grain and Sheep,,35,amaš kug-ga niŋ₂ dug₃-ga-ne-ne-še₃
c.5.3.2,The debate between Grain and Sheep,,36,nam-lu₂-ulu₃ zi šag₄ im-ši-in-ŋal₂
c.5.3.2,The debate between Grain and Sheep,,37,ud-ba {d}en-ki-ke₄ {d}en-lil₂-ra gu₃ mu-un-na-de₂-e
c.5.3.2,The debate between Grain and Sheep,,38,a-a {d}en-lil₂ u₈ {d}ezina₂-bi-da-ke₄
c.5.3.2,The debate between Grain and Sheep,,39,du₆ kug-ga um-ma-da-an-se₁₂-eš-a
c.5.3.2,The debate between Grain and Sheep,,40,du₆ kug-ta ga-am₃-ma-da-ra-ab-ed₃-de₃-en-de₃-en
